Row Number,Average Rule Length
186,"6,4"
187,"6,5"
188,"7,3"
189,"7,2"
190,"7,2"
191,"7,2"
192,"7,1"
193,"7,4"
194,"7,3"
195,"7,3"
196,"7,4"
197,"6,5"
198,"6,4"
199,"6,7"
200,"6,4"
201,"6,7"
202,"6,4"
203,"6,5"
204,"6,8"
205,"6,8"
206,"6,8"
207,"6,9"
208,"6,4"
209,"6,7"
210,"6,4"
211,"6,5"
212,"6,5"
213,"6,1"
214,"6,7"
215,"5,8"
216,"5,6"
217,"6,9"
218,"6,9"
219,"7,1"
220,"7,5"
221,"7,3"
222,"7,1"
223,"6,5"
224,"5,8"
225,"5,7"
226,"5,9"
227,"5,7"
228,"5,9"
229,"5,7"
230,"5,8"
231,"5,9"
232,"5,8"
233,"5,9"
234,"5,8"
235,"6,0"
236,"5,9"
237,"6,0"
238,"6,1"
239,"6,1"
240,"7,3"
241,"7,3"
242,"7,2"
243,"7,5"
244,"7,6"
245,"7,5"
246,"7,5"
247,"7,3"
248,"6,7"
249,"6,7"
250,"6,7"
251,"6,8"
252,"6,6"
253,"6,8"
254,"6,8"
255,"6,9"
256,"7,2"
257,"7,2"
258,"7,1"
259,"7,1"
260,"7,2"
261,"7,1"
262,"7,0"
263,"6,8"
264,"6,7"
265,"6,8"
266,"6,9"
267,"6,1"
268,"6,4"
269,"7,2"
270,"7,3"
271,"7,1"
272,"7,2"
273,"7,1"
274,"7,2"
275,"6,6"
276,"7,3"
277,"7,4"
278,"6,8"
279,"6,6"
280,"6,8"
281,"6,8"
282,"6,9"
283,"6,9"
284,"6,9"
285,"6,9"
286,"7,0"
287,"6,9"
288,"6,5"
289,"6,6"
290,"6,9"
291,"6,6"
292,"6,7"
293,"7,4"
294,"7,4"
295,"7,3"
296,"5,6"
297,"5,7"
298,"6,0"
299,"5,8"
300,"5,3"
301,"5,4"
302,"5,3"
303,"5,4"
304,"5,4"
305,"5,3"
306,"5,3"
307,"6,0"
308,"5,7"
309,"5,5"
310,"5,6"
311,"5,6"
312,"5,6"
313,"5,6"
314,"5,6"
315,"5,6"
316,"6,0"
317,"6,0"
318,"6,0"
319,"6,7"
320,"6,4"
321,"6,5"
322,"6,5"
323,"6,4"
324,"6,4"
325,"6,9"
326,"6,9"
327,"6,7"
328,"6,8"
329,"6,3"
330,"6,3"
331,"6,1"
332,"6,3"
333,"6,2"
334,"6,2"
335,"5,7"
336,"5,8"
337,"6,2"
338,"6,2"
339,"6,8"
340,"6,6"
341,"6,7"
342,"6,5"
343,"6,5"
344,"6,2"
345,"6,4"
346,"6,5"
347,"6,5"
348,"6,5"
349,"6,6"
350,"6,7"
351,"6,6"
352,"5,8"
353,"5,9"
354,"5,9"
355,"5,8"
356,"6,0"
357,"5,8"
358,"5,5"
359,"6,2"
360,"6,5"
361,"6,5"
362,"6,6"
363,"6,5"
364,"6,6"
365,"6,3"
366,"6,1"
367,"6,1"
368,"6,2"
369,"6,0"
370,"6,0"
371,"5,9"
372,"5,8"
373,"5,9"
374,"5,7"
375,"5,8"
376,"5,7"
377,"6,4"
378,"6,0"
379,"6,0"
380,"5,9"
381,"5,8"
382,"5,9"
383,"6,0"
384,"5,7"
385,"5,6"
386,"5,5"
387,"5,5"
388,"5,4"
389,"6,2"
390,"5,4"
391,"5,5"
392,"5,3"
393,"6,1"
394,"6,0"
395,"6,0"
396,"6,0"
397,"5,8"
398,"5,8"
399,"5,8"
400,"5,8"
401,"5,7"
402,"6,0"
403,"6,2"
404,"5,9"
405,"5,9"
406,"5,9"
407,"5,7"
408,"5,7"
409,"6,2"
410,"6,1"
411,"6,1"
412,"6,3"
413,"6,1"
414,"6,3"
415,"6,3"
416,"6,0"
417,"5,9"
418,"5,4"
419,"5,1"
420,"6,1"
421,"5,8"
422,"5,8"
423,"6,2"
424,"6,1"
425,"6,0"
426,"6,0"
427,"5,8"
428,"5,9"
429,"6,1"
430,"6,1"
431,"6,0"
432,"5,9"
433,"5,8"
434,"5,8"
435,"5,7"
436,"5,6"
437,"5,7"
438,"5,6"
439,"5,5"
440,"6,0"
441,"6,0"
442,"5,8"
443,"5,6"
444,"5,4"
445,"5,4"
446,"6,1"
447,"6,1"
448,"6,0"
449,"5,9"
450,"5,7"
451,"5,9"
452,"5,7"
453,"6,2"
454,"6,2"
455,"5,9"
456,"6,0"
457,"5,9"
458,"5,8"
459,"6,5"
460,"6,5"
461,"6,6"
462,"6,6"
463,"6,5"
464,"6,6"
465,"6,6"
466,"6,1"
467,"6,3"
468,"6,0"
469,"5,7"
470,"6,6"
471,"5,9"
472,"6,1"
473,"6,4"
474,"6,4"
475,"6,5"
476,"6,5"
477,"6,5"
478,"6,5"
479,"6,1"
480,"5,7"
481,"5,3"
482,"5,3"
483,"6,1"
484,"5,9"
485,"5,5"
486,"5,4"
487,"5,4"
488,"5,4"
489,"5,5"
490,"5,3"
491,"5,6"
492,"5,7"
493,"6,0"
494,"5,7"
495,"5,7"
496,"6,0"
497,"7,1"
498,"7,2"
499,"7,1"
500,"7,4"
501,"7,3"
502,"6,6"
503,"6,6"
504,"6,8"
505,"6,7"
506,"6,7"
507,"6,4"
508,"6,4"
509,"6,1"
510,"6,4"
511,"6,9"
512,"7,1"
513,"7,0"
514,"7,0"
515,"7,0"
516,"6,7"
517,"7,3"
518,"6,3"
519,"6,3"
520,"6,2"
521,"6,3"
522,"6,3"
523,"6,4"
524,"6,8"
525,"6,8"
526,"6,8"
527,"6,1"
528,"6,0"
529,"6,0"
530,"5,8"
531,"5,6"
532,"5,8"
533,"6,0"
534,"5,9"
535,"6,0"
536,"5,6"
537,"5,7"
538,"5,9"
539,"5,5"
540,"5,5"
541,"5,4"
542,"5,7"
543,"5,5"
544,"5,9"
545,"6,0"
546,"5,8"
547,"5,8"
548,"5,6"
549,"5,4"
550,"5,3"
551,"6,1"
552,"6,2"
553,"5,7"
554,"5,9"
555,"5,8"
556,"5,8"
557,"5,7"
558,"6,2"
559,"5,9"
560,"5,9"
561,"5,8"
562,"5,8"
563,"6,7"
564,"6,7"
565,"6,5"
566,"6,7"
567,"6,6"
568,"6,9"
569,"6,8"
570,"6,2"
571,"6,4"
572,"5,9"
573,"5,8"
574,"6,6"
575,"6,0"
576,"6,2"
577,"6,6"
578,"6,6"
579,"7,0"
580,"6,9"
581,"6,9"
582,"6,8"
583,"6,2"
584,"5,8"
585,"5,5"
586,"5,4"
587,"6,2"
588,"5,9"
589,"6,0"
590,"6,3"
591,"6,0"
592,"6,0"
593,"5,7"
594,"5,7"
595,"5,7"
596,"5,8"
597,"5,7"
598,"6,1"
599,"6,1"
600,"5,8"
601,"5,6"
602,"5,7"
603,"6,0"
604,"5,8"
605,"5,9"
606,"6,0"
607,"6,1"
608,"6,1"
609,"7,0"
610,"7,0"
611,"7,2"
612,"7,2"
613,"7,1"
614,"7,1"
615,"6,5"
616,"6,6"
617,"5,8"
618,"6,0"
619,"6,3"
620,"6,6"
621,"7,3"
622,"7,2"
623,"7,2"
624,"5,8"
625,"5,7"
626,"6,4"
627,"7,0"
628,"6,9"
629,"6,8"
630,"6,3"
631,"6,2"
632,"6,5"
633,"6,6"
634,"6,4"
635,"6,2"
636,"6,4"
637,"6,3"
638,"6,5"
639,"6,6"
640,"6,5"
641,"6,3"
642,"5,6"
643,"5,6"
644,"6,0"
645,"6,1"
646,"5,8"
647,"5,6"
648,"6,0"
649,"6,8"
650,"7,0"
651,"6,9"
652,"6,1"
653,"6,2"
654,"6,1"
655,"6,5"
656,"6,4"
657,"6,0"
658,"6,2"
659,"6,6"
660,"6,6"
661,"7,0"
662,"6,2"
663,"6,6"
664,"6,4"
665,"5,8"
666,"5,9"
667,"5,9"
668,"5,7"
669,"5,6"
670,"5,7"
671,"6,9"
672,"6,5"
673,"5,9"
674,"6,0"
675,"5,9"
676,"5,7"
677,"5,7"
678,"5,6"
679,"5,8"
680,"6,1"
681,"5,7"
682,"5,5"
683,"5,6"
684,"5,7"
685,"6,1"
686,"6,2"
687,"6,2"
688,"6,1"
689,"6,0"
690,"5,9"
691,"6,7"
692,"6,0"
693,"6,1"
694,"6,0"
695,"6,0"
696,"6,8"
697,"6,3"
698,"6,0"
699,"6,1"
700,"6,0"
701,"6,2"
702,"5,9"
703,"6,4"
704,"6,1"
705,"6,5"
706,"6,1"
707,"6,0"
708,"6,0"
709,"6,0"
710,"5,6"
711,"5,8"
712,"5,6"
713,"5,6"
714,"5,5"
715,"5,5"
716,"6,2"
717,"6,2"
718,"7,1"
719,"6,9"
720,"6,1"
721,"6,3"
722,"6,2"
723,"6,5"
724,"6,2"
725,"6,3"
726,"6,5"
727,"6,5"
728,"5,8"
729,"7,0"
730,"6,9"
731,"6,2"
732,"6,2"
733,"6,2"
734,"6,6"
735,"6,9"
736,"6,6"
737,"5,9"
738,"6,0"
739,"5,7"
740,"6,9"
741,"5,8"
742,"5,9"
743,"5,9"
744,"5,6"
745,"5,5"
746,"5,8"
747,"5,7"
748,"5,5"
749,"6,0"
750,"6,0"
751,"5,8"
752,"5,6"
753,"5,6"
754,"5,5"
755,"6,0"
756,"6,0"
757,"5,9"
758,"5,7"
759,"5,8"
760,"5,7"
761,"5,7"
762,"5,7"
763,"5,6"
764,"5,7"
765,"5,5"
766,"5,4"
767,"5,4"
768,"6,3"
769,"6,2"
770,"6,3"
771,"5,9"
772,"5,9"
773,"5,8"
774,"5,8"
775,"6,4"
776,"6,0"
777,"6,0"
778,"6,0"
779,"5,8"
780,"6,1"
781,"5,9"
782,"6,2"
783,"5,9"
784,"5,4"
785,"6,0"
786,"6,1"
787,"6,0"
788,"5,8"
789,"5,9"
790,"6,1"
791,"6,3"
792,"6,0"
793,"5,9"
794,"5,8"
795,"5,7"
796,"5,3"
797,"5,2"
798,"5,2"
799,"5,5"
800,"5,2"
801,"6,1"
802,"5,8"
803,"6,2"
804,"6,3"
805,"6,0"
806,"6,1"
807,"5,7"
808,"6,2"
809,"6,3"
810,"5,9"
811,"6,5"
812,"6,4"
813,"6,3"
814,"6,3"
815,"6,1"
816,"6,1"
817,"6,1"
818,"6,2"
819,"5,9"
820,"5,9"
821,"6,0"
822,"6,0"
823,"5,7"
824,"5,8"
825,"5,8"
826,"5,8"
827,"5,7"
828,"5,5"
829,"5,6"
830,"5,8"
831,"5,8"
832,"5,5"
833,"5,8"
834,"5,7"
835,"5,7"
836,"6,3"
837,"6,2"
838,"6,2"
839,"6,3"
840,"6,2"
841,"6,0"
842,"6,2"
843,"6,2"
844,"6,0"
845,"5,9"
846,"5,9"
847,"5,7"
848,"5,8"
849,"6,0"
850,"5,5"
851,"6,2"
852,"6,1"
853,"6,0"
854,"5,8"
855,"5,8"
856,"5,7"
857,"5,9"
858,"6,0"
859,"5,8"
860,"5,7"
861,"5,6"
862,"6,2"
863,"5,9"
864,"5,6"
865,"6,3"
866,"6,2"
867,"6,1"
868,"6,4"
869,"6,0"
870,"5,9"
871,"6,2"
872,"6,0"
873,"5,5"
874,"6,1"
875,"5,8"
876,"6,0"
877,"5,6"
878,"5,4"
879,"5,9"
880,"5,9"
881,"5,9"
882,"5,7"
883,"5,9"
884,"5,4"
885,"5,7"
886,"5,3"
887,"5,6"
888,"5,4"
889,"5,4"
890,"5,9"
891,"6,2"
892,"7,0"
893,"6,7"
894,"6,0"
895,"6,1"
896,"6,0"
897,"6,5"
898,"6,5"
899,"6,1"
900,"6,3"
901,"6,5"
902,"6,3"
903,"5,6"
904,"6,8"
905,"6,0"
906,"6,1"
907,"6,1"
908,"6,4"
909,"6,8"
910,"6,4"
911,"5,7"
912,"5,8"
913,"5,5"
914,"6,7"
915,"6,1"
916,"6,1"
917,"6,0"
918,"5,8"
919,"5,8"
920,"6,5"
921,"6,1"
922,"6,6"
923,"6,1"
924,"5,9"
925,"6,2"
926,"6,0"
927,"6,4"
928,"6,3"
929,"5,9"
930,"6,1"
931,"5,7"
932,"5,6"
933,"5,7"
934,"6,4"
935,"6,9"
936,"6,8"
937,"6,1"
938,"6,1"
939,"6,0"
940,"6,5"
941,"7,0"
942,"6,2"
943,"6,3"
944,"5,8"
945,"5,9"
946,"5,8"
947,"5,7"
948,"5,7"
949,"5,6"
950,"5,7"
951,"6,2"
952,"5,9"
953,"5,9"
954,"5,8"
955,"6,5"
956,"6,0"
957,"5,9"
958,"6,1"
