Row Number,Average Rule Length
2,"2,0"
5,"3,0"
6,"3,0"
7,"2,0"
8,"2,0"
11,"2,5"
12,"2,0"
13,"2,0"
16,"2,0"
17,"2,5"
18,"2,5"
19,"2,0"
20,"3,0"
21,"2,0"
24,"2,0"
25,"2,0"
26,"2,0"
31,"2,0"
35,"3,0"
36,"3,0"
37,"3,0"
38,"2,0"
39,"2,0"
40,"2,0"
41,"2,0"
42,"2,0"
49,"2,0"
50,"2,5"
52,"2,0"
53,"3,0"
54,"2,0"
55,"2,0"
56,"3,0"
59,"3,5"
60,"2,0"
61,"2,0"
62,"2,0"
65,"3,0"
68,"2,0"
70,"2,0"
71,"2,0"
72,"2,0"
73,"2,0"
76,"2,5"
79,"2,0"
81,"3,0"
84,"2,5"
85,"2,5"
86,"2,0"
87,"3,5"
90,"2,0"
94,"2,0"
95,"2,0"
98,"2,0"
99,"2,0"
100,"3,0"
104,"2,0"
105,"2,5"
106,"2,0"
107,"2,0"
108,"2,0"
109,"3,0"
110,"2,5"
111,"3,0"
113,"2,0"
115,"2,0"
116,"2,0"
117,"2,0"
118,"3,5"
126,"3,0"
127,"3,5"
128,"3,5"
130,"2,0"
132,"3,0"
135,"2,0"
136,"2,0"
137,"3,0"
140,"2,0"
142,"2,0"
145,"3,0"
147,"3,0"
148,"3,0"
