Row Number,Average Rule Length
155,"5,7"
156,"5,5"
157,"5,8"
158,"5,9"
159,"6,2"
160,"6,0"
161,"6,2"
162,"6,3"
163,"6,1"
164,"5,6"
165,"5,5"
166,"5,4"
167,"5,5"
168,"5,7"
169,"5,9"
170,"5,7"
171,"5,6"
172,"6,0"
173,"5,5"
174,"5,5"
175,"5,8"
176,"5,8"
177,"6,2"
178,"5,8"
179,"5,5"
180,"5,7"
181,"5,3"
182,"5,6"
183,"5,7"
184,"5,9"
185,"5,7"
186,"6,5"
187,"5,6"
188,"6,1"
189,"5,9"
190,"6,3"
191,"5,7"
192,"5,7"
193,"5,6"
194,"5,8"
195,"6,3"
196,"6,0"
197,"5,4"
198,"5,5"
199,"5,4"
200,"5,9"
201,"5,4"
202,"6,0"
203,"5,5"
204,"5,5"
205,"5,2"
206,"5,9"
207,"5,8"
208,"5,8"
209,"5,8"
210,"5,7"
211,"5,8"
212,"5,9"
213,"6,0"
214,"6,0"
215,"6,0"
216,"5,6"
217,"5,7"
218,"5,7"
219,"5,7"
220,"5,7"
221,"5,9"
222,"5,9"
223,"5,6"
224,"6,0"
225,"6,0"
226,"6,5"
227,"6,5"
228,"6,5"
229,"6,5"
230,"6,6"
231,"6,6"
232,"7,0"
233,"7,0"
234,"6,2"
235,"6,2"
236,"6,8"
237,"6,7"
238,"6,5"
239,"6,1"
240,"5,9"
241,"5,8"
242,"5,8"
243,"5,6"
244,"5,7"
245,"5,8"
246,"5,9"
247,"6,1"
248,"6,2"
249,"6,2"
250,"6,2"
251,"6,1"
252,"6,4"
253,"6,5"
254,"6,2"
255,"5,9"
256,"5,8"
257,"5,5"
258,"6,0"
259,"5,9"
260,"5,9"
261,"5,9"
262,"5,7"
263,"5,8"
264,"6,1"
265,"6,1"
266,"6,1"
267,"6,5"
268,"5,8"
269,"5,9"
270,"5,6"
271,"5,9"
272,"5,6"
273,"5,9"
274,"5,9"
275,"6,3"
276,"6,1"
277,"6,1"
278,"5,9"
279,"5,9"
280,"5,7"
281,"5,5"
282,"5,9"
283,"6,0"
284,"5,7"
285,"5,8"
286,"6,3"
287,"6,3"
288,"6,0"
289,"6,2"
290,"6,1"
291,"6,4"
292,"6,4"
293,"6,0"
294,"6,0"
295,"6,3"
296,"7,0"
297,"6,9"
298,"6,5"
299,"7,4"
300,"7,0"
301,"7,0"
302,"6,7"
303,"6,7"
304,"7,1"
305,"7,2"
306,"7,3"
307,"6,5"
308,"6,6"
309,"7,0"
310,"6,6"
311,"6,6"
312,"6,5"
313,"6,7"
314,"7,1"
315,"7,2"
316,"6,2"
317,"6,3"
318,"6,8"
319,"5,5"
320,"5,7"
321,"5,9"
322,"5,4"
323,"5,5"
324,"5,5"
325,"5,9"
326,"5,6"
327,"5,8"
328,"5,9"
329,"6,6"
330,"5,6"
331,"5,6"
332,"5,6"
333,"5,5"
334,"5,8"
335,"6,1"
336,"5,9"
337,"5,6"
338,"5,7"
339,"5,3"
340,"5,7"
341,"5,7"
342,"5,9"
343,"5,6"
344,"6,6"
345,"5,8"
346,"6,5"
347,"6,5"
348,"6,6"
349,"6,0"
350,"6,1"
351,"6,4"
352,"6,6"
353,"6,1"
354,"6,1"
355,"6,4"
356,"6,3"
357,"6,3"
358,"5,9"
359,"6,5"
360,"6,1"
361,"6,0"
362,"6,0"
363,"6,2"
364,"6,3"
365,"5,8"
366,"7,0"
367,"6,9"
368,"6,7"
369,"6,5"
370,"6,8"
371,"6,7"
372,"6,5"
373,"6,5"
374,"6,2"
375,"6,6"
376,"6,8"
377,"6,1"
378,"5,9"
379,"6,2"
380,"6,5"
381,"6,4"
382,"6,9"
383,"6,8"
384,"6,6"
385,"6,9"
386,"6,7"
387,"6,8"
388,"6,9"
389,"6,3"
390,"6,7"
391,"6,8"
392,"6,7"
393,"6,5"
394,"6,6"
395,"6,6"
396,"6,6"
397,"6,0"
398,"6,1"
399,"6,7"
400,"6,7"
401,"6,4"
402,"5,7"
403,"5,9"
404,"6,2"
405,"6,4"
406,"6,5"
407,"6,3"
408,"6,1"
409,"6,0"
410,"6,0"
411,"5,9"
412,"5,9"
413,"6,0"
414,"5,9"
415,"5,9"
416,"6,1"
417,"5,6"
418,"6,2"
419,"6,0"
420,"5,6"
421,"5,7"
422,"5,8"
423,"7,0"
424,"7,3"
425,"7,3"
426,"6,7"
427,"6,6"
428,"7,3"
429,"6,4"
430,"6,4"
431,"7,0"
432,"7,0"
433,"7,1"
434,"7,3"
435,"6,6"
436,"6,8"
437,"7,2"
438,"7,2"
439,"7,1"
440,"6,5"
441,"6,5"
442,"6,7"
443,"7,0"
444,"6,9"
445,"6,8"
446,"7,1"
447,"7,0"
448,"6,6"
449,"6,6"
450,"6,4"
451,"6,9"
452,"7,0"
453,"6,3"
454,"6,1"
455,"6,2"
456,"6,0"
457,"6,7"
458,"6,8"
459,"5,7"
460,"5,7"
461,"5,8"
462,"5,7"
463,"5,8"
464,"5,8"
465,"5,6"
466,"6,7"
467,"6,0"
468,"6,1"
469,"6,3"
470,"5,9"
471,"6,3"
472,"6,1"
473,"6,3"
474,"6,5"
475,"6,4"
476,"6,2"
477,"6,2"
478,"6,3"
479,"6,0"
480,"6,1"
481,"6,3"
482,"6,3"
483,"6,2"
484,"5,9"
485,"6,4"
486,"6,6"
487,"6,4"
488,"6,7"
489,"7,0"
490,"6,9"
491,"6,0"
492,"6,2"
493,"6,8"
494,"6,5"
495,"6,4"
496,"5,9"
497,"5,7"
498,"5,7"
499,"5,7"
500,"5,6"
501,"5,9"
502,"5,7"
503,"5,7"
504,"5,3"
505,"5,7"
506,"5,7"
507,"5,9"
508,"5,7"
509,"6,4"
510,"5,7"
511,"5,8"
512,"5,7"
513,"5,3"
514,"5,8"
515,"5,8"
516,"6,3"
517,"6,0"
518,"6,6"
519,"6,2"
520,"6,0"
521,"6,0"
522,"6,3"
523,"6,3"
524,"5,9"
525,"6,0"
526,"6,2"
527,"6,5"
528,"6,5"
529,"6,8"
530,"6,1"
531,"6,2"
532,"6,7"
533,"5,6"
534,"6,2"
535,"6,4"
536,"6,5"
537,"6,5"
538,"6,5"
539,"6,0"
540,"6,1"
541,"6,6"
542,"6,6"
543,"6,3"
544,"5,8"
545,"5,9"
546,"6,0"
547,"6,2"
548,"6,4"
549,"6,3"
550,"6,0"
551,"6,5"
552,"6,3"
553,"6,1"
554,"6,2"
555,"5,7"
556,"6,3"
557,"6,3"
558,"5,6"
559,"5,4"
560,"5,5"
561,"6,0"
562,"6,0"
563,"5,5"
564,"5,3"
565,"5,8"
566,"5,6"
567,"5,6"
568,"5,7"
569,"5,4"
570,"6,5"
571,"5,8"
572,"5,8"
573,"5,9"
574,"5,5"
575,"6,1"
576,"5,9"
577,"6,2"
578,"6,0"
579,"5,8"
580,"5,7"
581,"6,0"
582,"5,9"
583,"5,7"
584,"5,8"
585,"5,9"
586,"5,9"
587,"5,9"
588,"5,4"
589,"6,8"
590,"6,1"
591,"6,9"
592,"7,0"
593,"6,6"
594,"6,5"
595,"6,2"
596,"6,6"
597,"6,8"
598,"6,0"
599,"6,2"
600,"6,0"
601,"6,6"
602,"6,7"
603,"6,1"
604,"6,4"
605,"6,8"
606,"5,7"
607,"5,8"
608,"6,4"
609,"5,7"
610,"5,9"
611,"5,9"
612,"5,6"
613,"5,8"
614,"5,6"
615,"6,5"
616,"5,9"
617,"6,3"
618,"6,2"
619,"6,6"
620,"5,9"
621,"6,1"
622,"6,2"
623,"6,2"
624,"6,3"
625,"6,0"
626,"5,7"
627,"5,7"
628,"5,8"
629,"6,0"
630,"5,7"
631,"5,8"
632,"6,0"
633,"6,1"
634,"6,1"
635,"6,2"
636,"6,2"
637,"5,8"
638,"5,8"
639,"5,6"
640,"5,8"
641,"5,3"
642,"5,9"
643,"5,8"
644,"6,0"
645,"6,0"
646,"6,3"
647,"6,3"
648,"5,6"
649,"5,6"
650,"5,5"
651,"5,3"
652,"5,9"
653,"5,8"
654,"5,6"
655,"5,9"
656,"6,2"
657,"6,2"
658,"6,0"
659,"5,4"
660,"5,6"
661,"5,8"
662,"5,5"
663,"5,8"
664,"6,0"
665,"5,7"
666,"5,6"
667,"5,3"
668,"5,8"
669,"5,5"
670,"5,4"
671,"5,8"
672,"5,7"
673,"6,2"
674,"5,5"
675,"5,9"
676,"5,6"
677,"5,8"
678,"5,8"
679,"6,0"
680,"5,6"
681,"5,4"
682,"5,4"
683,"5,5"
684,"5,7"
685,"6,0"
686,"5,7"
687,"5,4"
688,"5,6"
689,"5,7"
690,"5,7"
691,"5,8"
692,"6,0"
693,"6,0"
694,"6,1"
695,"6,5"
696,"5,7"
697,"6,1"
698,"6,2"
699,"5,5"
700,"5,3"
701,"5,7"
702,"5,6"
703,"5,3"
704,"5,4"
705,"5,7"
706,"6,2"
707,"5,8"
708,"6,3"
709,"6,3"
710,"5,7"
711,"5,8"
712,"5,5"
713,"5,6"
714,"5,5"
715,"5,5"
716,"6,3"
717,"6,1"
718,"5,8"
719,"5,7"
720,"6,1"
721,"6,2"
722,"5,8"
723,"6,7"
724,"6,3"
725,"6,4"
726,"5,9"
727,"5,7"
728,"6,3"
729,"5,6"
730,"5,8"
731,"6,0"
732,"5,9"
733,"6,5"
734,"5,8"
735,"6,0"
736,"5,8"
737,"5,7"
738,"5,7"
739,"6,0"
740,"5,8"
741,"6,2"
742,"5,4"
743,"5,7"
744,"5,4"
745,"5,5"
746,"5,8"
747,"5,6"
748,"5,5"
749,"6,1"
750,"6,2"
751,"6,0"
752,"6,0"
753,"6,4"
754,"6,0"
755,"5,6"
756,"5,6"
757,"5,7"
758,"5,5"
759,"5,7"
760,"5,6"
761,"6,0"
762,"5,9"
763,"6,0"
764,"5,8"
765,"5,9"
766,"6,0"
767,"6,1"
768,"6,1"
769,"5,6"
770,"5,4"
771,"5,3"
772,"5,5"
773,"5,5"
774,"5,7"
775,"5,4"
776,"5,6"
777,"5,6"
778,"5,8"
779,"5,8"
780,"6,0"
781,"6,4"
782,"5,6"
783,"5,5"
784,"6,2"
785,"5,8"
786,"6,0"
787,"5,4"
788,"5,4"
789,"5,2"
790,"5,5"
791,"5,3"
792,"5,6"
793,"5,8"
794,"5,6"
795,"5,8"
796,"5,7"
797,"5,9"
798,"5,7"
799,"5,6"
800,"6,0"
801,"5,2"
802,"5,4"
803,"5,6"
804,"5,4"
805,"5,4"
806,"5,5"
807,"5,7"
808,"5,7"
809,"5,9"
810,"6,2"
811,"5,4"
812,"5,5"
813,"5,7"
814,"6,2"
815,"5,7"
816,"5,8"
817,"5,5"
818,"6,1"
819,"5,5"
820,"5,7"
821,"5,9"
822,"6,0"
823,"6,5"
824,"5,6"
825,"5,7"
826,"5,2"
827,"5,8"
828,"5,4"
829,"5,5"
830,"5,6"
831,"5,7"
832,"6,1"
833,"5,4"
834,"5,5"
835,"5,9"
836,"5,5"
837,"5,4"
838,"5,0"
839,"5,8"
840,"5,3"
841,"5,4"
842,"5,5"
843,"5,6"
844,"6,0"
845,"5,3"
846,"5,4"
847,"5,8"
848,"5,5"
849,"5,6"
850,"6,0"
851,"5,8"
852,"5,5"
853,"5,5"
854,"5,6"
855,"5,6"
856,"5,7"
857,"6,2"
858,"5,9"
859,"6,2"
860,"6,1"
861,"6,2"
862,"5,7"
863,"6,0"
864,"6,2"
865,"5,4"
866,"5,4"
867,"5,7"
868,"5,7"
869,"6,0"
870,"6,5"
871,"6,0"
872,"5,4"
873,"5,6"
874,"5,8"
875,"6,0"
876,"5,8"
877,"6,2"
878,"6,0"
879,"5,6"
880,"5,9"
881,"5,6"
882,"6,1"
883,"6,5"
884,"5,6"
885,"5,6"
886,"5,2"
887,"5,4"
888,"5,3"
889,"5,3"
890,"6,1"
891,"5,9"
892,"5,7"
893,"5,5"
894,"5,7"
895,"5,8"
896,"5,5"
897,"5,9"
898,"6,4"
899,"6,0"
900,"6,1"
901,"5,6"
902,"5,6"
903,"6,2"
904,"5,2"
905,"5,8"
906,"5,6"
907,"6,3"
908,"5,6"
909,"5,9"
910,"5,7"
911,"5,6"
912,"5,6"
913,"5,8"
914,"5,8"
915,"5,7"
916,"5,3"
917,"5,5"
918,"5,7"
919,"5,7"
920,"5,2"
921,"5,7"
922,"5,6"
923,"6,0"
924,"6,2"
925,"5,3"
926,"5,6"
927,"5,8"
928,"5,5"
929,"6,2"
930,"6,1"
931,"5,3"
932,"5,4"
933,"5,4"
934,"6,1"
935,"5,7"
936,"5,8"
937,"5,9"
938,"6,0"
939,"6,6"
940,"5,9"
941,"5,7"
942,"6,2"
943,"5,7"
944,"6,0"
945,"5,9"
946,"6,1"
947,"5,6"
948,"5,5"
949,"6,0"
950,"5,8"
951,"5,9"
952,"6,1"
953,"5,7"
954,"5,6"
955,"5,9"
956,"5,9"
957,"5,7"
958,"6,0"
