Row Number,Average Rule Length
1,"6,5"
2,"6,2"
3,"6,3"
4,"5,8"
5,"6,1"
6,"6,0"
7,"6,3"
8,"6,3"
9,"6,6"
10,"6,4"
11,"6,4"
12,"6,7"
13,"6,8"
14,"6,7"
15,"6,7"
16,"6,4"
17,"6,6"
18,"6,6"
19,"7,0"
20,"6,9"
21,"7,2"
22,"6,5"
23,"6,4"
24,"6,4"
25,"6,0"
26,"6,3"
27,"6,2"
28,"6,2"
29,"6,2"
30,"6,2"
31,"6,1"
32,"6,4"
33,"6,4"
34,"6,0"
35,"6,8"
36,"6,8"
37,"7,1"
38,"6,3"
39,"6,4"
40,"6,2"
41,"6,4"
42,"6,4"
43,"6,4"
44,"6,1"
45,"7,0"
46,"6,8"
47,"6,9"
48,"6,5"
49,"6,7"
50,"6,8"
51,"6,3"
52,"6,5"
53,"6,7"
54,"6,1"
55,"6,1"
56,"6,4"
57,"5,8"
58,"5,7"
59,"5,6"
60,"5,7"
61,"5,9"
62,"6,0"
63,"5,4"
64,"6,4"
65,"6,1"
66,"6,3"
67,"5,7"
68,"6,1"
69,"5,9"
70,"6,5"
71,"6,3"
72,"6,4"
73,"6,0"
74,"6,1"
75,"6,2"
76,"6,7"
77,"6,7"
78,"7,0"
79,"5,9"
80,"6,0"
81,"6,2"
82,"5,8"
83,"6,2"
84,"6,0"
85,"5,5"
86,"5,9"
87,"5,9"
88,"5,8"
89,"5,6"
90,"5,8"
91,"5,5"
92,"5,4"
93,"5,8"
94,"5,9"
95,"5,8"
96,"6,0"
97,"5,5"
98,"5,5"
99,"5,7"
100,"5,9"
101,"6,0"
102,"5,5"
103,"5,5"
104,"6,0"
105,"6,0"
106,"5,9"
107,"5,8"
108,"6,0"
109,"5,9"
110,"6,1"
111,"6,2"
112,"5,9"
113,"5,8"
114,"6,6"
115,"6,6"
116,"6,1"
117,"5,5"
118,"6,0"
119,"5,9"
120,"6,0"
121,"6,7"
122,"6,9"
123,"6,7"
124,"6,4"
125,"6,3"
126,"6,0"
127,"6,3"
128,"6,2"
129,"6,5"
130,"6,6"
131,"6,6"
132,"6,7"
133,"6,1"
134,"5,9"
135,"6,4"
136,"6,4"
137,"6,2"
138,"6,1"
139,"6,1"
140,"6,4"
141,"6,8"
142,"6,6"
143,"5,6"
144,"6,3"
145,"5,5"
146,"5,8"
147,"5,8"
148,"5,6"
149,"5,6"
150,"5,5"
151,"5,5"
152,"5,2"
153,"5,8"
154,"5,4"
