Row Number,Average Rule Length
2,"3,0"
3,"3,0"
4,"3,0"
8,"5,0"
9,"5,0"
10,"3,0"
11,"3,0"
14,"4,0"
15,"3,0"
16,"3,0"
19,"3,0"
20,"4,0"
21,"4,0"
22,"3,0"
23,"3,0"
24,"4,5"
25,"3,0"
28,"3,0"
33,"3,0"
34,"3,0"
38,"5,0"
39,"5,0"
40,"3,0"
41,"3,0"
42,"3,0"
43,"3,0"
44,"3,0"
45,"5,0"
52,"3,0"
53,"4,0"
55,"3,0"
56,"3,0"
57,"5,0"
58,"3,0"
59,"5,0"
62,"6,0"
63,"3,0"
64,"3,0"
67,"5,0"
70,"3,0"
72,"3,0"
73,"3,0"
74,"3,0"
77,"4,0"
80,"3,0"
82,"5,0"
85,"4,0"
86,"3,0"
87,"6,0"
90,"3,0"
94,"3,0"
95,"3,0"
97,"4,0"
99,"3,0"
100,"3,0"
101,"5,0"
105,"3,0"
106,"4,0"
107,"3,0"
108,"3,0"
109,"3,0"
110,"5,0"
111,"4,0"
112,"5,0"
114,"3,0"
115,"3,0"
116,"3,0"
117,"3,0"
118,"6,0"
126,"6,0"
127,"6,0"
128,"4,0"
129,"5,0"
131,"3,0"
133,"4,5"
136,"3,0"
137,"3,0"
138,"5,0"
140,"3,0"
141,"5,0"
142,"3,0"
145,"5,0"
147,"4,5"
148,"5,0"
