Row Number,Average Rule Length
2,"2,0"
3,"2,0"
4,"2,0"
8,"3,0"
9,"3,0"
10,"2,0"
11,"2,0"
14,"2,5"
15,"2,0"
16,"2,0"
19,"2,0"
20,"2,5"
21,"2,5"
22,"2,0"
23,"2,0"
24,"2,75"
25,"2,0"
28,"2,0"
33,"2,0"
34,"2,0"
38,"3,0"
39,"3,0"
40,"2,0"
41,"2,0"
42,"2,0"
43,"2,0"
44,"2,0"
45,"3,0"
52,"2,0"
53,"2,5"
55,"2,0"
56,"2,0"
57,"3,0"
58,"2,0"
59,"3,0"
62,"3,5"
63,"2,0"
64,"2,0"
67,"3,0"
70,"2,0"
72,"2,0"
73,"2,0"
74,"2,0"
77,"2,5"
80,"2,0"
82,"3,0"
85,"2,5"
86,"2,0"
87,"3,5"
90,"2,0"
94,"2,0"
95,"2,0"
97,"2,5"
99,"2,0"
100,"2,0"
101,"3,0"
105,"2,0"
106,"2,5"
107,"2,0"
108,"2,0"
109,"2,0"
110,"3,0"
111,"2,5"
112,"3,0"
114,"2,0"
115,"2,0"
116,"2,0"
117,"2,0"
118,"3,5"
126,"3,5"
127,"3,5"
128,"2,5"
129,"3,0"
131,"2,0"
133,"2,75"
136,"2,0"
137,"2,0"
138,"3,0"
140,"2,0"
141,"3,0"
142,"2,0"
145,"3,0"
147,"2,75"
148,"3,0"
