Order,Length,Rule_1,Rule_2,Rule_3,Rule_4
775,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
776,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
777,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
778,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
779,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
780,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
781,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
782,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
783,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
784,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
785,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
786,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
787,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
788,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
789,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
790,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
791,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
792,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
793,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
794,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
795,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
796,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
797,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
798,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
799,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
800,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
801,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
802,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
803,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
804,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
805,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
806,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
807,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
808,6,(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-o > 0.5),,,
809,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
810,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
811,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
812,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
813,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
814,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
815,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
816,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
817,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
818,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
819,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
820,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
821,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
822,5,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (middle-right-square-x > 0.5),,,
823,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
824,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
825,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
826,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
827,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
828,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
829,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
830,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
831,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
832,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
833,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
834,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
835,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
836,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
837,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
838,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
839,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
840,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
841,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
842,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
843,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
844,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
845,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
846,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
847,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o > 0.5) & (top-middle-square-o > 0.5),,,
848,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
849,5,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (middle-right-square-x > 0.5),,,
850,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
851,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
852,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
853,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
854,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
855,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
856,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
857,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
858,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
859,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
860,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
861,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
862,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
863,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
864,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
865,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
866,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
867,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
868,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
869,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
870,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
871,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
872,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
873,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
874,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
875,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
876,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
877,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
878,4,(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,,
879,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
880,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
881,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),
882,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
883,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
884,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
885,7,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-x <= 0.5),,,
886,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
887,7,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x > 0.5) & (top-middle-square-x > 0.5) & (bottom-left-square-o > 0.5) & (top-right-square-x > 0.5) & (bottom-middle-square-x > 0.5),,
888,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
889,7,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-x <= 0.5),,,
890,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
891,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
892,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
893,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
894,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
895,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
896,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
897,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
898,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
899,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
900,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
901,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
902,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
903,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
904,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
905,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
906,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
907,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
908,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
909,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
910,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
911,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
912,6,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (middle-left-square-x <= 0.5),,
913,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
914,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
915,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
916,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
917,6,(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-o > 0.5),,,
918,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
919,6,(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-o > 0.5),,,
920,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
921,6,(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-o > 0.5),,,
922,4,(middle-middle-square-o <= 0.5) & (top-right-square-o > 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-o > 0.5),,,
923,5,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (middle-right-square-x > 0.5),,,
924,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
925,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
926,4,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),,,
927,6,(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x > 0.5) & (top-middle-square-x <= 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-o > 0.5),,,
928,5,(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (middle-right-square-x > 0.5),,,
929,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
930,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
931,3,(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
932,6,(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (middle-left-square-x <= 0.5) & (top-middle-square-x <= 0.5) & (middle-right-square-o > 0.5) & (middle-left-square-o > 0.5),,,
933,6,(middle-middle-square-o > 0.5) & (top-left-square-x <= 0.5) & (middle-left-square-x <= 0.5) & (top-middle-square-x <= 0.5) & (middle-right-square-o > 0.5) & (middle-left-square-o > 0.5),,,
934,3,(bottom-right-square-o > 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),,,
