Row Number,Average Rule Length
2,"2,0"
5,"3,0"
6,"3,0"
7,"2,0"
8,"2,0"
11,"2,5"
12,"2,0"
13,"2,0"
15,"2,5"
16,"2,0"
17,"2,5"
18,"2,5"
19,"2,0"
20,"3,5"
21,"2,0"
22,"2,0"
25,"2,0"
26,"2,0"
31,"2,0"
35,"3,0"
36,"2,0"
37,"2,0"
38,"2,0"
39,"2,0"
47,"2,0"
50,"2,0"
51,"2,5"
52,"2,0"
53,"2,0"
54,"3,25"
57,"3,5"
58,"2,0"
59,"2,0"
60,"2,0"
62,"3,0"
65,"2,0"
67,"2,0"
68,"2,0"
69,"2,0"
72,"2,5"
75,"2,0"
77,"3,0"
80,"2,5"
81,"2,0"
82,"3,5"
85,"2,0"
89,"2,0"
90,"2,0"
91,"2,0"
92,"2,0"
94,"3,25"
95,"3,25"
97,"2,0"
98,"2,0"
99,"3,5"
102,"2,0"
103,"2,5"
104,"2,0"
105,"2,0"
107,"2,0"
108,"3,25"
109,"2,5"
110,"3,5"
112,"2,0"
114,"2,0"
115,"2,0"
116,"2,0"
117,"3,5"
123,"2,0"
126,"4,0"
127,"4,0"
128,"2,5"
129,"3,5"
131,"2,0"
133,"2,0"
134,"3,5"
137,"2,0"
138,"3,0"
141,"2,0"
145,"3,25"
147,"3,5"
148,"3,0"
